고객관계,label
"경쟁시 고객의 필요를 제안하거나
설계사의 노하우를 제공 
실제 설계사례에서의 장.단점을 고객과 소통",C
"현장에서 건물 소개
3D 시뮬레이션을 통한 준공예상 건물 소개
스케치와 컨셉 드로잉을 통한 예상 건축물 소개",D
"고객의 요청에 따라 설계팀에서 설계안에 대한 니즈 파악과 설계성과품, 목표에 대한 영업
마케팅본부에서 시행사, 건설사, 공공기관등의 제안 영업",D
"기업이미지 지향(사회적 기업/책임경영)
인맥관리
고객만족 책임경영 부각(사전,중간,사후점검 및 완료후 품질보증서 발급)- 한번시공 영원한 만족
제품 및 공구의 차별화 홍보",B
설계시공 제안영업,E
"SNS를 통한 직접 소통
인터넷 판매 제품의 제품 평가
인플루언서의 조언
인터넷 광고",C
"건설사 및 고객 대면 영업
온라인을 통한 정보 제공에 따른 소비자 니즈 반영 등 마케팅",D
"당사 영업부에서 시행사, 건설사, 설계사무소 등 목표고객에게 정기적인 기술적 장점 홍보",E
"시공과정에서 발주자와 유대관게 교류, 영업부서 임직원들의
직간접 접촉을 통한 회사 특장점(경쟁력 등) 홍보.",D
"각종 SNS 필요한 정보 무료 제공하여 소통창구 만들기
홈페이지 유입을 통한 고객 상담 및 니즈 파악
각 대학교 강연 및 관공소 강연으로 케넥트 포인트 만들기
SNS, 지식인, 커뮤니티 카페를 통한 정보 제공",B
"직접 방문으로 계약된 거래처가 대부분으로서 오랫동안(15년 이상) 필요한 업무를 원활하게 처리해주어 만족도가 상당하게 높은 편임
필요로 하는 요청 상황에 대해 최선의 노력으로 맞추어 줌
고객의 업무 편의를 위해 보험사에서 증권을 발권하는게 아니라 직접 입력 요원 고용하여 원하는 업무 최대한 불편 없도록 처리해줌",B
공사 기술력과 대인관계를 통하여 모기업엔 항상 동성상공이 협력하고 있다는 생각과 업무적 관계가 아니더라도 수시로 안부전화와 미팅을 통하여 협력 체재를 공고히 하는 것,C
"앱기반 소통, 블로그로 소통",C
고객이 직면한 상황을 정확히 이해하고 고객의 요구를 파악하여 회사 상황에 맞는 적절한 솔루션 제공,D
"잠재 고객사의 요청에 따라 식사 단가가 비슷한 현장 방문 소개
잠재 고객사의 현재 식당에 대한 문제점 분석 및 개선방안, 제안서 작성
카카오톡, 잘로 메신저를 통한 24H 실시간 피드백, 고객 문의 접수 시 24시간 내로 피드백 제공",C
인맥을 통한 영업과 시공능력 및 품질를 통한 영업,D
"지속적인 ATL, BTL을통한 최종 고객에게 자사 제품소개 및 가치전달
정기적인 신제품개발프로세스에 고객을 참여시켜 신제품 인지력 제고
B2B 고객 대상의 수주관리 프로세스를 통해서 제안영업 진행 
유튜브 등 온라인 매체를 통한 홍보 및 고객 목소리 경청
신문, 뉴스를 통한 회사 홍보",B
"거래처별 담당직원 배정후 밀착관리
새로운 제품 또는 급식메뉴의 레시피 등의 정보 제공",C
"1차거래고객의 신뢰 경험에 의한 제품과 기술 우위 전파
영업 담당자의 홍보
고객의 니즈파악 및 빠른 대처",C
"약국채널 : 약사 대상 마케팅을 통한 제품 설명회 등으로 거래 확장
일반 소비제품은 TV 광고, SNS광고와 같은 매체를 통한 제품 홍보",D
"판촉행사를 통한 고객 접촉
신상품 홍보를 통한 고객 접촉
삼성생명에서 주관하는 CEO교육, 2세 교육 참가를 통한 유대 관계 강화",B
"설계 및 연구원들을 통해 원하는 사양의 제품을 신속하게 선정 및 제시
지속적인 방문을 통한 고객관계유지
목표고객의 개인사를 통해 친밀감 유지",C
"급변하는 데이터 및 절차 등을 주기적으로 업데이트 제공하여 신뢰를 유지
메일 또는 안내 문자 등을 통한 홍보",D
"고객의 니즈에 맞는 제품 개발 및 제안
온라인몰을 통한 고객과의 소통 및 홍보 제안",C
"수주 이전 프로젝트 발굴 단계에서 잠재 고객들과의 인적 교류를 통한 신뢰 확보, 프로젝트 구체화에 대한 정보 교류
프로젝트 수행 단계에서 현장 및 본사간 협업을 통한 고객의 요구사항에 대한 적극적인 대응 및 문제발생 예방
공종별 트랙레코드 강화 및 관리를 통한 프로젝트 참여 가능성을 제고 ",B
"컨설팅 프로젝트를 추진하려는 잠재고객에 대한 제안서 제출 및 논의 과정을 통한 신뢰 확보
프로젝트 결과물에 대한 고객 만족도 제고를 통한 기업 평판 제고",B
"최근 IT의 발전과 코로나19로 인한 비대면 서비스를 원하는 고객이 많아 예.적금 및 대출을 비대면 서비스를 통해 소통하고 있다.
홈페이지 및 콜센터를 통해 고객과의 소통에 힘쓰고 있다.",C
"고객 요청에 따른 맞춤형 생산에 적극적으로 아이디어 교류를 통하여
원가 절감 및 최적에 상품이 나올 수 있도록 그동안의 노하우 공유
새로운 제품 생산에 있어 디자인 및 소재 선택 등에 있어 그동안의 경험치 및 샘플 제공",A
"직접 방문으로 계약된 거래처가 대부분으로서 오랫동안(15년 이상) 필요한 업무를 원활하게 처리해주어 만족도가 상당하게 높은 편임
필요로 하는 요청 상황에 대해 최선의 노력으로 맞추어 줌
고객의 업무 편의를 위해 보험사에서 증권을 발권 하는게 아니라 직접 입력 요원 고용하여 원하는 업무 최대한 불편 없도록 처리해줌",B
"주기적인 고객사 방문으로 연결 고리 유지
신 제품 정보 메일 소개 및 홍보
신규 사업 개발 및 소개
전시회 출품 및 전시장 초청
신규 업체 발굴을 위한 인맥 방문 및 소개
A/S 발생에 대한 긴급 대응으로 당사의 필요성 인식",B
"신제품 제안
새로운 소재 설명회
대한건축학회, 대한여성건축가협회 활동
인적 네트워크 구축을 위한 건설CEO과정 등록 및 활동
건설사 분양팀이나 상품개발팀 영업",B
"신속한 업무처리를 필요로 하는 꽃배달 사업의 특성 상, 24시간 응대 서비스 제공
고객 재구매를 이끌기 위해, 고객에게 끊임없이 문무굴비를 인지시키고자 함
도매 카페 활동
꽃배달거래처의 거래처 소개
높은 품질의 CS업무
전화영업",A
"당사 영업 및 시공 관리 직원을 통한 당사 제품에 대한 우수성 및 제품 특성을 감안한 제안 영업
중점 설계사 및 시행사 등에 집중 관리를 통해 건축정보 조기 파악 
수주현장에 대한 철저한 시공 관리와 신속하고 완벽한 하자처리로 상호 신뢰 구축
유관 기관과의 공동 기술개발을 통한 신규 수요 창출",C
"용역 과업지시서 분석을 통해 특허기술 적용 가능성 파악
용역사 또는 발주처 담당자와의 유선통화 및 미팅을 통해 특허기술의 특장점 및 기대 효과에 대한 홍보
대상 건축물에 대한 설계제안서 제출 및 설계과업 기술지원
평시에 주기적인 유선접촉을 통해 용역진행 및 요구 사항 파악",C
"고객의 소리와 정부정책등을 취재하여 전파하는 언론매체역할.
기업의 신기술과 새로운신제품,정보를 수요자에게 알려주무로, 공급자와,수요자간의 욕구충족",C
"지속적인 일대일 밀착 상담을 통한 고객을 니드 파악과 이를 통한 학생의 실력 향상 
수시로 세미나, 학생 테스트을 통한 신규 고객 창출",A
승객을 최우선으로 최선을 다하는 겁니다,E
"신뢰와 기술력을 바탕으로 최상의 프로젝트 수행
발주처와 지속적인 관계 유지",D
"CS 빠른 대응
바이블마케팅. 판매채널 홍보
인플루언서 활동 지원
제품 판매 지속적인 프로모션",C
"담당자와 주기적으로 안전정보를 주고받는다. 
업계의 이슈를 바탕으로 대응에 관하여 논한다.
향후 계정 되는 산업안전보건법 등의 발의에 대비하여 선제적인 대응 전략에 도움 같은 품질의 제품이라도 가격적인 부분에 가성비 높은 제품을 구비 안전사고, 화재, 화학물질 유출사고 등에 빠르게 대응한다.",C
"유튜브, 인스타그램, 페이스북과 같은 온라인 채널 마케팅
신문, 뉴스를 통한 회사 PR
네이버 구글 키워드광고를 통한 타겟 키워드 지속적 노출로 업계에서 확고한 브랜딩 유지 
블로그 운영 
세미나를 통한 직접적인 소통 ",B
"공격적이고 탄력적인 프로모션으로 오랜 관계 지속 - > 신규 도매상인 흡수   
중국 내 니즈가 있는 인기상품 꾸준한 공급-> 신규 도매상인 흡수 -> 규모 확장
여행사 및 인플런넌서 적극 활용 ",B
"최대규모의 온라인 패널을 제공함으로써 어떤 대규모의 리서치라도 단기간에 가능
모든 형태의 설문 구성을 가능하게 하여 고객의 니즈를 충실히 반영
기존 리서치 회사들에 대한 B2B 매출이 80% 이상인 상황에서 패널 대여 등 다양한 서비스 구축
패널 허브라는 플랫폼서비스를 제공함으로써 지속적인 비대면 매출 가능",C
"온라인 리서치를 위한 웹업 프로그램 제공 회사로서는 국내 최고의 기술력
‘샘픽’이라는 광고효과조사 자동화 플랫폼을 통한 안정된 서비스 제공
라임이라는 온라인 패널 대여",C
"최적의 단가와 최단기간 내의 리서치를 가능하게 하는 기술력 제공
엔드 클라이언트를 대상으로 하여 고객사의 마케팅 수요에 맞는 조사 설계  
‘GS 패널’이라는 온라인 패널 대여",C
"업종의 특성상 품질과 가격이 고객과의 지속적인 거래유지 방법에 가장 효과적으로 작용하고 있기 때문에 구매 물품의 특성과 효과를 고객에게 홍보함으로 고객의 니즈를 충족시켜 줌
기후와 관세, 입찰가격이 유동하는 물품의 가격을 변동시킴으로 선제적인 모니터링을 통해서 분석하여 구매단가를 경쟁력 있게 구매하고 안정적인 가격도출 및 고객과의 스토리를 같이 공유하여 소통함 ",C
"카톡 , 문자, 선물, 통화 , 식사 ",D
"편집디자인과 입찰 제안서 및 광고의 대한 입찰 참여방법
모바일과 SNS로 통한 고객 맞춤 서비스",C
"고품질 대비 합리적인 가격의 상품을 통한 고객 만족
유튜버, 인플루언서 통한 선호도, 이용도 상승
자세한 상품 소개, 착화샷이 있는 자사 온라인몰, 외부 온라인몰 상세페이지
접근성이 좋은 170개 오프라인 매장에서 직접 착화 등 서비스 제공 ",B
"온라인 채널 마케팅(포털, 언론, 유튜브 등)
삼성동 아이파크, 해운대 아이파크 등 성공적 사업 진행을 통핸 브랜드 이미지 제고
협력업체 관리를 통한 기술력 및 노하우 확보
고객의견제안 사이트 운영을 통한 지속적 의견 수렴 및 피드백",B
"고객의 니즈에 맞는 최신의 기술정보 제공
블로그 및 SNS를 활용한 ALC 특장점을 계속 홍보
외국의 신기술을 지속적으로 소개",B
"무료 맞춤 수선 서비스
액세서리 무료 대여 서비스
차별화된 세탁 및 관리 시스템",B
"세미나를 통한 고객의 니즈 파악
품질, 하자처리 등 목표고객에게 제안 영업
목표고객에게 정기적인 기술적 장점 홍보",B
3번의 마케팅 채널과 공통됨,E
"당사의 11만호 주택건설 실적과 건설부문별 실적을 통한 제안
창의적 부동산 디벨로핑 기법을 통한 개인 부동산 소유자 설득
타사 대비 적절하고 합리적인 공사비 제안
지속적인 Network 관리",C
"사전 시장조사를 통한 트렌드 분석. 원단 소싱
시장조사를 통한 샘플 구매 및 해외전시회 참여
대면을 통한 미팅으로 소재 의뢰 받음
글로벌 브랜드에서 사용한 신규 소재 제시
품평회전 재고 샘플원단을 통한 지급 가능 소재 소싱
각각의 소비자에게 SNS를 통한 대화
강아지 놀이터를 통한 소비자의 불만 사항 요구사항 접수
전시회를 통한 소비자 밀착 대화",A
"1.	고객 확보 방법
1)	적극적인 영업 활동으로  우리회사의 제품을 사용하면 귀사의 발전에 크게 도움이 된다는 점을 강조하고 있음.
귀사가 일하는데 편리하다는 점을 알리려고 노력을 많이 함.
2)	고객 소통 방법 : 각사를 담당하는 영업사원이 있어 지속적으로 대화하고 소통하고 있음.
3)	지속적인 거래 유지 방법: 오랜 신용을 바탕으로 가격, 품질, 납기 등에서 국내 1등을 목표로 노력하고 있어 상대방에서도 이점을 인정 받으면 거래가 지속될 수 있음.",B
"고객의 요청에 따라 당사 영업부와 목표고객과의 제품관련 기술미팅을 통해 고객의 니즈 파악
기존 거래처와의 불편함 및 고민 사항을 해결하기위해 적극 노력
인포 그래픽 동영상을 제작하여 신규 개발 기술에 대한 적극적인 홍보(홈페이지, SNS, 유투브) 알림",C
"수시로 고객을 방문하여 회의, 면담을 통한 요구사항, 제품 불만 및 시공 관리의 문제점을 듣고 바로 적용 및 개선한다
고객과의 정기적인 세미나 및 회의를 통하여 당사의 제품 및 우수협력업체임을 알림",B
"매년 기술 세미나시 신기술 및 신제품 홍보
꾸준히 영업 활동을 통해 고객 니즈 파악
신뢰 구축을 본사와 현장에 일관성 대응",B
"종합카다로그를 주기적으로 제작 배포
온라인 홍보(통신판매, 블로그 등)
원거리 배송시스템 가동
영업사원 주기적 거래처 방문 홍보",B
"이메일 등을 통한 브로슈어 매월 발송
인맥을 활용한 회사 제안서 발송 및 세미나 설명
마케팅 부서의 다양한 채널을 통한 인맥 영업",B
"꾸준한 건설사 영업을 통한 제품홍보
신문광고를 통한 홍보
인맥을 통한 홍보
전시회를 통한 홍보
유튜브를 통한 홍보",C
"고객소개를 유도하기 위한 고객과의 꾸준한 라포형성 (전화, 문자 등)
고객만족을 위한 수술 후 정기검진 (고객AS)",C
입찰 참여,E
품질의 우수성 대면홍보,E
처리기술 홍보 영업,E
최상의 품질과 납기로 고객과 직접 소통,E
당사 영업부에서 목표고객에게 당사 제품의 장점 홍보 및 고객의 니즈 파악을 통한 제품 개발,C
관공서 제안영업,E
품질의 우수성 및 일관성 홍보,E
당사 영업부에서 목표고객에게 당사 제품의 장점 홍보,E
고객의 요청에 따라 당사 영업부와 목표고객과의 제품관련 제품디자인을 제공하거나 자사가 가지고 있는 기술 R&D 제품을 고객사에게 프로포즈 함,D
"전시회 참여, 개발제안",D
"품질, 가격, 생산능력 우수성 홍보",D
오프라인 영업,E
"고객의 요청에 신속, 저렴하게 대응",E
연료의 품질에 대한 오프라인 홍보,D
"신기술, 신공법 소개를 통한 법규해결 및 경제성을 가지고 소통함",D
동종업계 대비 저렴한 가격의 제품을 고객에게 적기 공급 홍보,E
"전시회 참여, 블로그 운영",C
"신문 인터넷 공중파 등 일반적인 단기적 광고매체
모델하우스를 통한 대면접촉 마케팅
분양대행사를 통한 인적판매 마케팅",C
"고객에 대한 지속적인 영업을 통한 관계개선.
주기적인 제품자료 DM발송 및 이를 통한 문의 시 방문 상담 고객의 니즈를 직접 확인 대응
인터넷 광고를 통한 홍보",B
"고객의 요청에 따라 미팅, 메일, 온라인 채널, 유선상의 내용 파악하여 고객의 목표의 제품을 담당변리사, 실무담당자 등 미팅을 통하여 고객의 니즈 파악하여 특허명세서 작성 ",B
"온라인 (유튜브) 홍보 및 업체소개
지인 소개",C
"유행에 따른 고객사와의 끊임없는 신 소재 개발과 다양한 연구 및 개발
다양성, 창의성, 전문성이 가미된 디자인 창출
독창적인 구성을 통한 스페셜 한 상품 기획 및 개발",C
"고객이 상품을 편하게 선택하게 하기 위해 일목요연하게 상품을 정리하며, 가격적인 측면에서 선택할 수 있도록 정리한다.",E
고객의 요청에 따라 당사 영업부와 목표고객과의 제품관련 기술능력 PR 및 고객의 정확한 요구사항을 파악하여 대처함.,D
"고객이 원하는 개발방향의 처방을 빠르게 대응
고객이 원하는 품질의 제품을 원하는 시기에 공급
고객이 필요로 하는 문서(서류)요청에 빠르게 대응",D
"설계사 및 발주청(관), 시공사 등에게 특허기술 및 신기술공법 으로 설계영업 및 시공영업",E
"합리적인 재고관리로 고객의 납품 요청에 따른 빠른 자재의 공급
최상의 결제조건 제시하여 원재료구입 경쟁력의 확보로 인한 상대적인 판매가격 경쟁력 확보
어떠한 형상의 제품이라도 즉시 매입 공급할 수 있는 정보의 확보
변화하는 시책에 따른 대리점 또는 취급점에 대한 정보의 제공",C
타 업체 대비 빠르고 정확한 원료 시황 정보 전달 및 필요한 원료 수배 요청에 신속한 대응,E
"각종 조사를 통한 고객의 니즈 파악
주택홍보관 이용
유튜브, 인스타그램, 페이스북과 같은 온라인 채널 마케팅
신문, 뉴스등 대중매체를 통한 브랜드 홍보 ",B
"계속적으로 신제품 출시를 통해 고객의 니즈 충족
가성비 높은 제품공급, 가격정책으로 소비자 만족도 향상 
전국의 직영 창고 확보로 이용 편리성 확보 
홈페이지, 블러그, 문자홍보등으로 신속한 정보제공 
건축전시호 참가등으로 소비자에게 이미지 마케팅 실시 
관련 신규 아이템 추가로 손쉽게 사업하시도록 제품 구색 확보",B
"광고를 통해 연락이 온 입원 희망자에게 제안 영업
직영 대리점을 통한 목표 고객 영업
개인 인맥에 의한 환자 입원 
블러그 마케팅
기존 환자 소개",C
"3D immersive sound 데모 시연 및 전세계 3D 몰입감 사운드 시장 트랜드 공유
지속적인 대면 협의 및 향후 고객사의 로드맵 파악
성공 사례 공유
9.1 채널 컨텐츠 생산/제작",B
"매년 졸업자 명단을 교내 대외협력처를 통해 확보 후 최초 1회 총동문회 회원가입 여부를 체크 이후 정기적 간행물을 통해 총동문회의 실존 여부를 알리고, 해당 동문이 속할 수 있는 지역별, 학과별, 연령대 별 등 이미 활성화 되어있는 산하 동문회쪽으로의 인계",B
"고객의 위임에 의하여 실시간 클라우드 방식으로 세금계산서 등 세무거래내역
은행거래내역을 신속하게 수집하여 분석한 자료로 고객에게 필요한 상담을 주기적으로 함",C
"고객만족의 기본의 틀을 가지고 고객감동을 시킨다.
예) 고객이 원하는 부분 이상의 만족. 고객이 생각하지 못한 부분을 감동시킨다 
    창문청소 및 고객 애로사항을 찾아 해결",D
"고객사와의 회의, 세미나 등을 참석하여, 장,단기적인 고객사의 니즈 파악.
품질개선 내역, 납기일정 개선, 제품 시공성 개선 등의 내용을, 서면 자료, 시제품 제출 등으로 고객에게 제안하여 영업.
정기적인 고객사와의 미팅으로, 원활하고 빠른 고객 니즈 수용.",C
"인터넷광고
유투브
블로그 ",C
직영 하도급으로 발주처 관리자에게 개별 영업을 한다,E
"여행사, 기업, 기관, 종교, 지역별 전담 영업사원 배정 및 관리.
SNS 통한 이벤트 행사(할인, 운항 정보) 안내.",C
"영업에서 당사의 제품원료에 대한 신뢰성과 제품가공의 우수성에 대한 20년간 실제운용에서 품질과 위생관리의 우수성과 안전성을 입증
식품소재에 대한 불안감을 해소할 수 있는 원산지관리 투명성을 바탕으로 고객사가 원하는 품질과 납기를 고객사에 맞춤형 공급
고객사에 정기적인 할인행사를 통한 고객사에 가성비 만족도 제공
입소문을 통한 구전마케팅",C
"시공 방식에 대한 불안감을 해소하기 위한 제품군별 설치영상 유튜브 등 배포 
온라인 판매 사이트에 이벤트 행사를 통한 고객 목소리 경청 
당사 영업부에서 총판점, OEM사 등 목표고객에게 정기적인 기술, 품질, 서비스적 장점 홍보 ",C
"신속한 기사 및 포털사이트, SNS 뉴스전송
조선일보, 중앙일보, 동아일보, 한국경제신문, 매일경제신문 등 전국 언론사 뉴스전송 시스템
네이버 블로그(공식 블로그)로 정확하고 신속한 이슈 파이팅",C
"유기농, 오가닉, 친환경 전문가와 상생
네이버 대행사 등과 공동 대응
중앙언론사와 공동 이슈화 등",C
"정밀한 메모리 디바이스를 검사할 수 있는 검사장비 핵심부품의 정밀 사출 제공
다품종 소량생산의 요구에 부합하는 제조역량 제공
사출로 구현하기 어려운 정밀 치수 구현",D
"홈페이지, 외부광고, 지면광고, 방송광고, 기타홍보매체, 직접대면",C
"유튜브, 인스타그램, 페이스북과 같은 온라인 채널 마케팅
품평회를 통한 고객 목소리 경청",C
"블로그와 유투브를 통해 잠재고객에게 신뢰감 있는 정보 제공
리모델링 희망 고객에게 검증된 시공기술자 연결",C
"고객의 건축관련문의에 최선을 다하여 피드백
신규프로젝트를 계획하는 고객에게 경험과 현재 트랜드를 결합한 모델 제안
업무가 완료된 이후 사용자(고객)와의 지속적인 대화를 통하여 당사의 장. 단점을 경청하며 관계 유지",C
구전과 인맥을 통한 고객과 친밀해지기,E
가장 중요한 것은 고객과의 신뢰이며 꾸준한 전시회 참가 및 거래처 방문으로 서로의 필요성을 감지하고 상황에 맞게끔 협조하는 것임. 이외에도 B2B등 온라인 홍보도 하고 있음,C
"거래를 떠나서 고객과의 소통(공감대 형성)을 중요시
항상 재고 유무를 오프라인, 온라인 고객에게 전달
신 제품 관련 기술세미나 및 로드맵 제공
홈페이지를 통한 Q&A",B
"당사 영업부에서 시행사, 건설사, 설계사무소 등 목표고객에게 정기적인 기술적 장점 홍보",E
시행사 설계사무소 등 목표고객에게 제안을 하고 또한 홈페이지를 개설해 신규 고객들을 확보하려고 합니다.,E
시행사 설계사무소 등 목표고객에게 제안을 하고 또한 홈페이지를 개설해 신규 고객들을 확보하려고 합니다.,E
"상담 및 교육 (고객사의 요청)
대표이사의 활동 (각종 자문위원회 등)
신규 고객 보다는 기존 고객들의 많기 때문에 지속적인 연락, 식사, 골프 등의 활동",E
"업계 최대 규모의 제품 공급능력을 부각.
전국적인 지역 거점을 확보 신속한 대응 가능한 장점을 홍보
다양한 경험의 영업사원과 전문적인 설계팀 직원이 현장 실무자와 직접 업무협의
동종업계 협회 행사 등에 적극적 직접 참여로 업계의 흐름 및 고객의 니즈 파악 ",D
"신속한 가설기자재의 납품 능력과 최고 품질로 대응 가능한 장점을 홍보
다양한 경험의 영업사원과 전문적인 설계팀 직원이 현장 실무자와 직접 업무협의
국내외 각종 가설기자재 박람회 등 적극적 직접 참여로 업계의 흐름 및 고객의 니즈 파악 ",D
"분양 사업
토지비, 건축비, 설계, 감리, 인허가, 광고 등 최대한 원가를 절감 할 수 있 는 업 체의 선정 및 조기 분양 완료 할 수 있도록 최적의 사업 제안
자체 입주 또는 임대물건
토지의 효율성 설계와 아울러 고급스런 자재를 네트워크를 통해 저렴하게 구매하여
임대 수익률을 높이고 동선의 편리함을 설계에 반영",D
"온라인 마켓의 상품평 및 고객과의 대화를 통한 고객의 니즈 파악
SNS 마케팅
해외 바이어에 지속적인 제품 관련 사항 홍보
제품의 인증 및 테스트 확보",C
"네이버, 구글 검색광고
홈페이지
전화영업",D
"품질을 철저히 관리하여 불량이 발생하지 않도록 끝임 없는 노력,
가격경쟁력(국내최저가공급)을 높이기 위하여 제품의 원가절감",E
끊임없는 고객에 대한 적극적인 영업 및 서비스 제공으로 지속적인 고객 확보 및 유지한다,D
지속적인 경쟁사들의 영업정보 획득을 바탕으로 한걸음 더 앞선 서비스를 제공,D
영업부서 고객사 요구사항 접수 후 내부 금형/사출기술 담당 문제해결방안 및 적정 양산화 위해 제안.,D
"가격경쟁력(내재화사업)을 높이고 있음
품질관리 철저
고객만족을 위한 맞춤형 제품개발",C
"각 업체별 니즈에 따른 제품 차별화
분기별 신제품 및 개별 제품의 품질 개선 사항은 고객사에 전달
지속적인 원가 절감에 따른 고객사 경쟁력 강화",B
"기존업체 신규개발시 양산품 문제없는 대응능력으로 개발자가 신뢰할수있도록 관리
신규업체 개발시 요청사항 또는 당사의 기술적 장점 홍보",D
"기술카다로그 제공
기존제품의 성능향상을 위한 제품 제안, 신제품 개발에 참여.
가격 및 납기 등 benefit 제안",C
오랜 비대생산업체와의 거래로 인하여 비대 생산에 들어가는 자재를 파악하고 있는 관계로 인하여 필요 자재 누락 시 고객과 통화하여 필요자재 유무 확인,E
"신규 고객사는 주로 소개나 인터넷을 통해 잠재 고객을 발굴
잠재 고객사와는 전화를 통해 미팅을 주선, 이 때 취급 품목 및 sourcing 가능한 품목 등을 소개",D
"고객의 요청에 대한 정확한 이해.
다양한 조언. ( 기능, 품질, 생산성, 응용성 등 )
품질관리.
납기 준수.",D
"A사, B사
-연구개발실 및 구매 품질부서의 제품관련 요구사항 및 개선점을 수렴 후 보다
 빠른 대응과 기술적 제안을 함으로써 궁금증 및 문제점 해결 
 신뢰할 수 있는 품질과 제품의 안정성을 부각시키며 지속적인 체크하여 고객의 요청에 응답",C
"모델하우스 운영
일간신문 광고 및 보도
당사 홈페이지 활용
분양대행사를 통한 홍보
분양 예정지 인근 주민 대상 회사 카다록 배포
홍보동영상 제작 배포",C
"가격경쟁
공기준수
경제적인설계
최신기술도입",E
"시행사, 재개발/재건축 조합, 민간기업 등 기술제안서를 통한 기술홍보
투자신탁, 시행사 등 사업관련 서비스 선 제공을 통한 사전 영업",E
"고객과의 주기적인 정보 소통
고객 확보를 위한 기술 전문성을 보유하여 기술제안 용역에 참여
감리 자격을 갖춘 인력 확보의 장점 홍보 
평가 심의위원 인맥 확보를 통한 컨소시엄 협력사 우위 확보로 지속적인 거래 유지",D
"회원사의 요청에 따라 영업부와 함께 제품관련 기술세미나를 통해 회원사의 니즈 파악
당사 영업부에서 시행사, 건설사, 설계사무소 등 목표고객에게 정기적인 기술적 장점 홍보",C
"지속적이고 다양한 사회활동 참여
고객 목소리 경청
홍보 및 판촉 활동",A
"브랜드마케팅MBA교육을 통한 고객확보
미행사 세미나를 유지 개발
온라인 채널을 통한 소통",B
"인지도 높은 상품을 소싱하여 기존 고객 이메일 마케팅
유통커뮤니티를 통해 판매 상품에 니즈가 있는 중소유통사들 발굴
트렌드를 분석하여 수입, 상품기획, 상품개발을 통해 기존 판매파트너사의 충성도 고취
유튜브, 인스타그램, 페이스북과 같은 온라인 채널 마케팅
유명브랜드 및 우수한 명절관련 식품, 건강식품 회사들과의 판매 총판 계약으로 명절시즌 판매 집중
신문, 뉴스를 통한 회사 PR",B
"고객 접점에 있는 딜러 마케팅/커뮤니케이션 지원
신제품 설명 온라인/오프라인 교육 
정기적인 권역별 고객 초청 행사
주요 사용자협회/대형고객 행사 지원 
브랜드 마케팅 활동 ",A
"지속적인 연락과 제품 투입 후 나오는 피드백에 대한 대처를 하여 신뢰를 얻는다
신제품이 출시되면 여러 업체와의 미팅 및 협의 사항을 통해 수정하여 고객과 소통한다",C
"외장패널 생산업체와 시공업체를 대상으로 시공방안 기술제안 세미나
기존 고객과의 지속적인 인맥 관리 및 소통확대
방문고객 및 대리점을 통한 카다로그 배포",C
온라인 마케팅과 오프 라인 채널들의 직판영업,D
"국내외 박람회 및 온라인 화상 미팅
코트라 등 해외 무역관 활용, K-방역 국내 대표상품군으로 지속 홍보
한글/영어 회사 및 제품 홍보동영상을 통한 유튜브 마케팅
기존 고객사(애터미,보령제약 등)을 통한 소비자 모니터링
온라인 직영몰을 통한 댓글 등 반응 모니터링",B
"회사 방문을 통한 기계 시연
거래처를 통한 기계 사용 홍보
거래처 방문",E
"설치 정보 현황을 활용하여 현장의 직접 개척영업
보일러본사 및 버너 본사의 AS방문요청
기존 고객의 소개 마케팅을 통한 소개영업
가냉보열 카페와 같은 온라인 채널에서의 상담을 통한 마케팅 등
대기환경보호법/수도권대기환경보호법 발효로 인한 연료전환공사 지원사업 안내 등의 마케팅",B
"공공기관(상수도사업소, 아리수, 수자원공사) 방문 소개(조달제품)
설계사무소에 정기적인 홍보",E
"고객의 NEEDS에 대한 체계적 대응(영업, 개발, 품질)
개발 샘플 납기 준수 및 신기술 세미나를 통한 고객 개발팀 만족 극대화 
납기 단축을 통한 고객 구매팀, 제조 팀 만족 극대화
고객사 수입검사 불합격율 “ZERO化” 고객 품질 팀 만족 극대화",D
"기술 로드맵 제시와 정기적인 기술 및 품질 세미나 실시
고객 개발구매, 연구소 등 인력들에게 신규 과제를 주기적 제시 성과 협업 관리  
제품 기술력, 설계력, 제조 역량(규모)를 고객사들에게 주기적 제시 설명회를 진행 브랜드 각인",B
"기존 거래 업체의 경우 꾸준하게 생산라인 담당 분들과 개선점에 대한 VOC청취하고 다음 장비 공급시에 VOC내용 반영 설계.
현장 CS를 하면서 고객의 니즈를 파악하고, 신규 라인 증설 시 협의 진행함으로써 고객과 소통함.
영업사원 고객사와 정기적인 미팅 ",C
"사업설명회 개최를 통한 대리점 확보
시즌별 이벤트 행사거리를 통해 고객 유치 
오프라인 건강강좌 또는 온라인 건강강좌를 통한 건강기능식품 제안 영업
OEM영업을 통한 시제품 영업
TV광고, 신문광고, 블로그 등 각종 SNS 홍보
파워블로그를 통한 블로그 홍보단 발촉 및 홍보
CSR활동을 통해 기업이미지 재고",A
"경쟁사 보다 경쟁력 있는 가격, 취급품목의 다양화(구색확보), 물류시스템 확보를 통한 꾸준한 영업활동",E
"설계사무소 및 시공 현장의 직접 방문
정기적인 미팅 및 업무 교류회 참여",D
