핵심자원,label
"150만 틸리언 패널
국내 최고의 온라인 패널 운용 능력을 가진 인적 자원
온라인 패널 구축 및 운영의 노하우를 가진 전문 인력
언제 어디서든 가동 가능한 현장 교육 인력
4차산업 시대를 맞아 빅데이터 구축을 위한 기획 인력",D
"50만 라임 패널
설문조사 프로그램에 최적화된 프로그래머 인적 자원
온라인 패널 구축 및 운영의 노하우를 가진 전문 인력",E
"15만 GS 패널
고객사의 니즈에 따른 조사설계가 가능한 전문 인적 자원
엔드클라인트 대상 영업이 가능한 영업 인적 자원",D
30년 이상의 오랜 시간 동안 동종업계에서 활동을 하여 현 유통구조에 대하여 많은 경험과 노하우를 가지고 합리적인 판단과 가격 결정력으로 고객들과 신뢰를 다져 감으로서 고객들이 재구매를 유도하는 기업으로 인정받고 있습니다.,E
남다른 창의력이 있는 작품. 민첩한 소통과 행정  ,E
"인쇄 관련한 기장들의 노하우와 인적자원
시장흐름을 아는 경영진
기술력",D
"15개 글로벌 소싱 협업 핵심 공장
고객, 트렌드 조사 및 반영 프로세스와 훈련된 핵심 직원
최고의 품질을 만들어 내는 기술개발실 직원 
초기 진입하여 확보한 제화 온라인 경쟁력",D
"수많은 시공 실적 바탕으로 쌓아온 관련 업무 경험과 노하우
우수한 인적 자원과 업체 1위의 생산성
시장흐름 및 성패여부를 판단하여 투자가치를 심사하는 경영진
아이파크 브랜드 인지도",D
"당사만이 가지고 있는 기술연구소의 풍부한 ALC 기술노하우
대리점과 외주로 구분된 튼튼한 영업 조직
경쟁사에서는 따라올 수 없는 우수한 인력자원",D
"탤런트드레스 한복은 의상과 헤어를 한 곳에서 준비해 드릴 수 있으며, 많은 행사 경험으로 보다 나은 행사를 치를 수 있도록 모든 준비가 되어있습니다.",E
"전문 기술과 다양한 디자인을 갖춘 제품
시장점유율 1위를 만드는 영업팀
핵심 업무는 당사에서 보유, 일부 비핵심 업무는 아웃소싱
규모 있는 공장 및 설비",E
"전문지식과 협상력을 갖춘 시장점유율 1위를 만드는 영업팀, 시공관리팀, 생산팀, 경영관리팀의 인적 자원
1군 종합건설사들의 협력업체(삼성, 대림, 한진, 롯데, 대우, 한라, 효성 등)
각 부분별 기술자 및 작업자",D
"경영진의 인적 Network
창의적인 개발사업 방향의 사전 확정(미래 시장 분석)
법률 또는 정책의 변화에 즉각적인 대응하고 조치하는 순발력과 적응성
냉정한 사업성 검토와 과욕을 정제하기 위한 Cash-Flow 분석",D
"대만 소싱 1위 기업, 신소재 소싱 능력, 다양한 소재 보유
디자인부터 원단 생산까지 전반적인 생산 프로세서 진행 능력
다양한 인맥
기능성 원단보유, 수배 능력(제품 차별화), 디자인부터 생산 가능한 노하우",E
"시장흐름을 민감하게 파악하고 대처하는 경영진
전문 지식으로 무장된 업계 최고 수준의 영업팀
부여된 업무를 원활히 소화하는 생산팀
업계 최고 수준의 넓은 공간
업계 최고수준의 제품 보유량(다품종)",D
"18년 이상 경력을 가진 핵심 맨파워
10년 이상의 대기업과 국내 핵심 연구소와의 핵심 개발 파트너 역할
핵심 기술 특허 및 특허 크라우드(지식 재산권 관련)
정품 소프트웨어 보유 100%",C
"10년이상된 영업인력 
시장점유율 상위권의 공장 시설과 기술력
LH, SH등의 인맥관리가 잘 된 경영진
핵심업무는 당사에서 보유하고 기타 인력적 업무는 아웃소싱을 통해 운영하는 소싱 능력",D
"고객과의 우호관계를 위해 장기 근무직원 관리
고객 최우선 회사내의 모토 갖기
프로젝트 및 개보수시장 사전 정보 입수 노하우
국내 독점 제품 판매사와 비즈니스 협업",D
"20년이상 풍부한 경험을 가진 맨파워 보유
국내 및 해외 소싱 능력
온라인 운영능력 보유
특허 및 실용신안 보유",C
"건축기획, 자금, 설계, 사업관리 등 전반적인 프로젝트 수행능력 및 조직 구성능력",D
영업인력.품질.기술인력,D
"정확한 검사를 통해 수술 후 오차범위를 최소화시키는 것을 목적을 두는 검안사
고객의 접수 및 안내 등 서비스를 담당하는 고객관리팀
안전하고 위생적으로 수술실을 담당하는 수술팀
안과업계에서 상위권의 수술 노모그램을 보유한 의료진",D
시공기술 및 노하우,E
원재료 품질,E
기술력,E
"전문인력, 특허권",C
"직원이 먼저, 우선이라는 가치관
고객의 니즈를 파악하여 품질개발
우수한 생산능력의 공장 및 설비
사회에 공헌한다는 생각 및 목표",D
"시장흐름 파악
품질개선",E
일관된 제품 품질 확보능력,E
우수한 생산능력의 공장 및 설비,E
전문지식과 유경험의 전문인력으로 고객의 니즈 분석이 빠름,E
"전문인력, 특허",C
인적자원,E
고품질 원재료 공급원,E
영업인력,E
전문기술인력,E
"전문지식과 협상력을 갖춘 영업팀, 시공관리팀, 생산팀, 경영관리팀의 인적 자원 ",D
영업직원,E
특허,D
"토지정보 확보를 위한 네트웍
부동산 개발업에 대한 경험
금융 시공사 등 부동산개발업을 위한 네트웍",D
"대리점의 마진율 극대화 전략.
차별화된 제품 공급, 지속적인 기술지원 활동",D
"전문지식을 갖춘 변리사 및 미국변호사, 변리사.
학계, 업체 등 전문가 구성.",D
"공장 자동화 시스템(불량률0)의 기술력
신속하고 정확한 도면(3D시뮬레이션작업)작업으로 정확한 공사를 수행한다
수준 높은 공사로 고객의 신뢰를 얻는다",E
"안전 된 생산공장 관리로 품질 및 납기에 대한 실례
변화에 맞는 디자인, 색상, 원단소재 개발인력
꾸준한 영업관리",D
"꾸준한 영업 관리
고객의 니즈에 맞는 서류 작업 및 디자인 작업 가능
고객사의 현실에 맞는 납품 방법에 대한 다양한 모색",E
30년 이상의 해당업종의 기술능력 및 기술에 대한 노하우를 가진 핵심 맨파워,E
"안정적인 처방의 화장품 개발력 (주요 사례 보유)
안정적인 품질의 제조 및 충포장 능력 (ISO22716 / CGMP 인증)
신속대응력",E
"핵심업무는 당사에서 보유하고 일부 비핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력
재산권 및 특허",C
"기업규모 대비 15년 이상의 장기 경력을 가진 핵심 생산 인력의 상대적인 다수 확보
전문화된 설계, 영업 및 경영관리자의 확보로 인한 적절한 대응능력
일시적인 대량발주에 대한 대응능력의 확보 ",D
"정확한 원료 시황 파악 및 업체에서 원하는 물성을 찾을 수 있도록 추천 할 수 있는 다양한 원료 지식 
신규 제조업체 및 시장 발굴",D
"인적자원 
시장흐름을 파악하여 변화를 이끄는 경영진과 전문성 있는 직원
우수한 협력사
고객사",E
"당사 제품의 전문지식과 영업력을 갗춘 영업팀
타일,위생도기,토탈바스등 다양한 구색을 갗춘 제품군 
전국의 창고보유로 유통라인 구축 
가성비가 뛰어난 재품과 합리적 단가 ",D
"전문지식을 갖추고 경험이 많은 의료진
쾌적한 병원
최신 치료 의료 시설",E
"연구, 개발 인원
향후 미디어, 엔터테인먼트 시장 흐름과 기술 파악을 위한 기술 마케팅
중요 고객사 네트워크를 위한 영업 / 고객 마케팅 인원
홍보 및 광고를 위한 마컴(MARCOM) 인원
Auro3D 브랜드화를 위한 브랜드 마케팅 인원",D
"언제 어디서 누구를 만나더라도 친근하게 다가갈 수 있는 친화력
 꾸준한 회원관리를 통한 3년 이상의 동문인맥을 관리할 수 있는 능력
 엑셀, 엑시트, 워드, 한글, 영상편집, PDF디자인 등 컴퓨터를 활용한 대부분의 능력
 정보보안을 위한 사내 컴퓨터만을 이용한 동문회관 업무의 보안",E
"10년 이상 경력의 전문적인 인적자원
클라우드 기반의 소프트웨어",E
"생산물량
당일 AS가능한 인적자원
완벽한 시공능력
해외시장 진출",D
"장기근속(10년이상)자가, 전체 기능인력의 70% 이상으로, 숙련되고 안정적인 기능 인적 자원.
축적된 기술력과 오랜 경험, 높은 수준의 제품 이해력을 겸비한 기술 인적 자원,
안정적인 납기 대응을 위한, 대용량 생산설비 및 다량의 여유설비(SPARE) 자원.
파트너사와의 오랜 협업과 신뢰를 바탕으로, 신속하고 안정적인 자재 및 서비스를 공급받을 수 있는 협업 시스템 확보",E
"360도 카메라
촬영가능한 드론",E
"LABBER M/C
PALLETIZZER M/C
WRAPPING M/C
지게차",E
"항공기의 최대 중요점인 안전운항.
짧은 비행거리(동남아 중 타 국가의 절반 수준인 3시간 30분 비행-수도 마닐라 기준)
저렴한 비용(한국대비 저렴한 물가 및 비용)
원활한 의사소통(필리핀 전 국민 중 90% 이상 영어사용)
천혜의 자연환경",E
"우수한 원재료, 우수한 생산능력, 우수한 제품력, 우수한 납기능력을 갖춘 업계 최상위의 경쟁
신제품 개발을 통한 시장의 선도적 위치 선점
경영진의 오랜 경험을 통한 경영과 변화에 적응하는 능력을 갖춘 경영진
규모의 경제를 실현할 수 있는 설비능력",D
"부서별 5년 이상 경력 가진 핵심 맨파워 
전문지식과 협상력을 갖춘 영업팀, 생산팀, 경영관리팀의 인적 자원
시장흐름을 파악하여 변화를 이끄는 경영진
핵심업무는 당사에서 보유하고 일부 비핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력",D
"포털사이트 실시간 뉴스전송 위한 인적자원, 네트웍, 플팻폼 등 
정부, 지방정부, 각 협회, 기업 등 홍보/마케팅 인적자원
네이버, 다음 등과 SNS 협업, 이를 위한 포털사이트 대행사와 교류
네이버 공식 블로그인 유기농신문 블로그를 통한 검색서비스 강화, 칼럼연재를 통한 이슈화, 파트너사 관련시장 선점화",C
"농림부, 복지부, 각 기업, 협회, 지자체 유기농/친환경 인적자원
식품, 제약, 건강식품 관련 대기업, 중견기업과의 공동마케팅",D
"반도체(메모리)검사장비의 핵심 부품(사출물-INSERT) 제조의 노하우 및 역량
다품종 소량생산의 고객요구를 충족할 수 있는 제조시스템 구출 및 기술개발
메모리 검사장비 세계시장에서의 압도적 점유율(전세계 메모리 검사장비 약 70%) ",D
"타사대비 경쟁력 있는 시공기술력, 시공인력, 공사노하우, 수주역량 등",E
"시장흐름을 파악하여 변화를 이끄는 방식 
핵심업무는 당사에서 보유하고 
일부 비 핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력
30년 이상 경력 가진 핵심경험과 경력
해외시장 교두보 확보",D
"시장흐름을 파악하는 영업팀
지역에 위치한 경쟁업체 대비 더 나은 물류창고
자체 블로그, 유투브 마케팅팀",D
"5년이상을 함께한 팀워크
10년이상 변함없는 외주 협업팀
다양한 프로젝트 진행 경력",D
경험많은 인전자원과 타사와 차별화된 기술력,E
"당사는 20여년의 시장개척 경험과 노력이 가장 큰 핵심자원이다 하지만 요즘은 중국, 인디아 등에서 저가로 들어와 경쟁하기에 많은 어려움이 있음",E
"10년 이상 경력을 가진 인적 자원
동종업계에서 가장 많은 고객 확보
제품에 대한 전문지식과 단일 브랜드로 시장점유율 1위
경쟁력을 갖춘 온라인 노하우
메이저 업체(TG삼보, 대우루컴즈, 주현테크등)에 대한 기술지원 능력",D
핵심업무는 당사에서 보유하고 일부 비핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력,E
풍부한 경험을 갖춘 인재입니다.,E
풍부한 경험을 갖춘 인재입니다.,E
"업무 분야별로 잘 교육된 연구원
각종 분석자료 및 보고서
재단의 의사결정 및 수행에 대한 조직문화",E
"전문지식과 협상력을 갖춘 시장점유율 1위를 만드는 영업팀, 시공관리팀, 경영관리팀의 인적 자원
시장흐름을 파악하여 변화를 이끄는 경영진
건설가설자재 업계 규모 1위의 물동량을 원활하게 유지, 보수, 입.출고 관리하는 노하우",D
"전문지식과 협상력을 갖춘 영업팀, 시공관리팀, 경영관리팀의 인적 자원
시장흐름을 파악하여 변화를 이끄는 경영진
임대 가설기자재 야적장의 입.출고 시스템 구축 및 보수, 유지, 관리하는 노하우",D
"시장의 트랜드와 개발 호재를 바탕으로 미래 예측하여 선점
부동산 개발의 전문적 지식과 노하우 겸비한 전문 인력들이 협력회사와 신뢰와 두터운 네트워크 형성
시속하고 정확한 분석으로 이해 당사자들과의 조속한 계약 ",D
"높은 기술력 및 연구소 보유
자체 생산시설 및 품질체계 보유
특허 보유
해외 타겟을 위한 인증 진행",C
동종업계 10년이상의 경험자 인적자원,E
"신용
품질과 가격",E
최상의 기술력을 갖춘 엔지니어와 분야별 역량을 지닌 인적 자원,E
"창립30년 의 업력 
중국 생산 기반 의 노하우",E
"경력 15년 이상의 장기근속직원들의 노하우 
다양한 플라스틱 재질에 대한 경험과 구조설계 노하우",E
"업계 최대 생산능력의 공장 및 설비
10년이상 경력을 가진 인적자원
품질 및 가격",E
"감속기 개발을 위한 인원
생산에서의 가공, 조립 노하우를 갖춘 우수 인력
해외사장 개척을 위한 글로벌 인재
국제인증을 취득한 표준화된 제품",E
"히터부분 전문지식과 국내 시장점유율
고객요구사항 발생시 즉시 대응할수 있는 인적자원.",E
"해외 6개국 29개 社 와의 Partnership
약 35년 간을 유지해 온 국내 유통 망
각 분야별 전문화된 영업조직.
국내 최대 규모의 물류창고 운영",D
"고객에게 신뢰할 수 있는 품질
생산 제품에 대한 신뢰감
신뢰감을 주는 납기
고객 요청 충족",E
"부품 유통 및 제조 활동으로 다져진 오랜 경험과 업무 역량
중국 지원 팀의 최고의 능력 및 적극적인 업무 활동
3rd party들과의 신속하고 효율적인 업무 협조",E
"다양한 제품 개발에 대한 경험과 기술력.
다양한 부문의 전문가와의 소통.",E
"A사, B사
-오랜 기간 숙련된 노하우와 전문지식을 각춘 핵심 인력
 각 프로세스별 20년이상 경력을 갖춘 핵심 인력 
 경쟁력 있는 외부협력업체와 30년 이상의 신뢰와 거래로 안정적인 소싱 능력",E
"최고경영층의 아파트 부지 확보능력 
적정한 분양가격 책정 능력
충분한 자금 여력 
자회사로 저축은행 보유 
40년이상 근무한 전문가 인적자원 
40년 이상된 시공 능력
수지분석 능력",D
"고급인력
신기술 프로그램사용
많은 경험에 의한 데이터자료",D
"건설사업관리/감리 업무 수행 동안 축적한 회사의 노하우/경험/기술력
전문지식과 사업관리역량을 갖춘 건설사업관리기술인
발주기관의 니즈에 부응하는 기술제안 및 사업관리수행계획 제안 역량
현장지원을 위한 본사 분야별 전문인력 ",D
"건축물(공동주택) 전기, 정보통신, 소방분야의 설계 역량을 가진 인적자원
발주처가 요구하는 감리용역을 수행할 수 있는 자격보유자 
연구 및 기술용역을 위한 전문성",D
"10년 이상 경력 가진 핵심 맨파워
거대한 블루오션 시장
해외시장 교두보 확보
다양한 설치 및 운영 경력
재산권 및 특허",B
"시장흐름을 파악하고 학습하여 영업
모임과 단체활동을 통한 인맥관리 ",E
"컨설턴트3명, 외부 컨설팅 위원 5명(SNS, 리서치, 자금, 법무, 디자인)
MBA동문기업",E
"기업특판의 20년 이상의 경력의 대표자의 이력
유명브랜드 상품들의 기업특판(단체납품) 판매권 확보
월 평균 거래되는 매출거래처 600여 기업, 명절 매출거래처 1,300여 기업
자체 물류센터 운영 및 전문화된 CS 인력 보유
다수의 해외 상표 사용권리 획득
기업단체납품에 전문화된 세일즈팀
상품개발 및 디자인 등 자체 인력으로 신속히 업무 진행",D
"장기간에 걸쳐 협력관계를 구축한 국내/해외 딜러 네트워크
경쟁력 있는 제품을 개발/생산할 수 있는 개발/품질 인력
30여년에 걸쳐 우수한 건설장비 제품을 생산할 수 있는 생산 역량 ",D
"공장 기계의 신설로 불량율 및 오차가 없는 제품 품질을 향상하는 기술력과 설비능력
다품목을 생산할 수 있는 능력
타사 대비 높는 자체 개발 능력",E
"다양한 재고보유로 경쟁력 강화
새로운 아이템 개발
단골고객과 친밀한 유대관계 유지",E
소프트웨어 알고리즘과 기술특허,C
"끈조절 형 특허 및 폴리에스테르 섬유 등 고급/프리미엄급 제품(KF80/94/ 비말 등) 보유
특허,상표권 등 지적재산권
경영진의 탄탄한 인맥
최신 제조설비 및 포장자동화 
황사. 미세먼지 뿐 아니라 사스/코로나 등 바이러스 등으로 마스크 생활화, 시장확대
K-방역에 대한 인식 향상, 해외시장 개척 용이.",B
"최소 경력 20년 이상의 엔지니어
공장부지 및 기계 설비 보유",E
"산업용 보일러의 전문지식과 경험 그와 관련한 자격과 영업력을 보유하고 있으며, 
  보일러+버너+LPG+AS+영업+컨설팅 등의 역량을 모두 갖추고 있는 전문성
산업용 보일러와 LPG를 동시에 컨설팅 할 수 있는 노하우
시장점유율 국내 1위 LPG공급업체와의 사업 파트너로 LPG 가격 경쟁력 확보",D
조달청 인증 우수제품 ,E
"휴대폰 디스플레이 산업군에서 SMT(표면 실장 기술)업계 매출 1위를 유지하고 있는 영업팀, 베트남법인, 품질팀, 기술개발팀의 인적 자원 
5G 안테나 모듈을 성공적으로 개발 완료한 연구소의 인적 자원
업체 최대 CAPA를 보유 및 가격 경쟁력의 원동력인 베트남 법인(설비, 인력, 기술력등)",D
"투자 규모와 시간이 요구되는 업의 특성으로 제조 역량 즉 제조규모는 필수
다양한 제품군에 대한 기술과 수율 보유 필수
안정된 품질과 원가 경쟁력 확보가 된 세계 최대 해외 공장 보유
고객의 다양한 부서의 Needs에 적기 대응 가능한 기술 마케팅 전문 인력 및 개발인력 구성
회사 경영진과 직원들 간에 열려 있는 소통 문화와 전문성을 중시하는 결정 단계의 간소화와 협의에 준하 빠른 의사 결정구조가 가능한 최고 경영진의 운영 철학",C
"전문지식과 협상력을 갖춘 영업팀, 생산기술을 보유한 제조팀 인적자원
전문지식을 보유한 연구소 및 설계 엔지니어
고객의 최전선에서 CS활동을 하고 있은 제조 CS팀 엔지니어 (장비의 경우 CS인력의 능력이 굉장히 중요함. – 회사의 평판이 됨)",D
"대리점 영업 컨설팅 지원 인력
해외 각국의 농장(중국하이난, 멕시코탐피코, 러시아블라디보스토크)
수직계열화
연속 17년 세계일류상품선정
CCM명예의 전당 입성
동종업계 최초 온라인 소통채널 구축",D
대형화를 통한 경쟁력 있는 가격과 구색,E
"전문 설계팀, 시공감리팀, 유지보수 팀
시공팀은 아웃소싱을 통한 고정비용 감소",E
"질염예방 및 치료용 조성물로 국내 특허 5개, 세계 11개국 특허 등록(2014, 2019 대한민국 우수특허 대상 선정)
브랜드 파워와 우수한 기술력을 인정받은 기업(5년 연속 대한민국 뷰티산업 대상 수상)
전문지식과 영업력을 갖춘 소수의 핵심 조직으로 구성된 인력 
우수한 연구 인력 확보 및 첨단 연구시설 확충
외부 기관과의 협력으로 기술 경쟁력 향상
차별화된 공장 설비 시설에 맞춰 분산 가동을 통해 빠른 생산 ",A
"업무에 대한 정확한 내용 파악 후 신속한 의사결정
브랜드파워를 활용한 적극적인 영업진행
시장변화에 따른 빠른 대응",E
"전문지식과 협상력을 갖춘 영업사원
고객과의 신뢰감 형성을 최우선으로 하는 경영진",E
"품질력이 좋은 상품 특허권 보유
전문 지식이 있는 디자이너를 통한 제품 관련 컨텐츠 제공",C
"전문적인 디자인 개발을 위한 능력
Q.C활동에 대한 보다 적극적인 노력
다양한 제품군의 특허개발
해외 생상기지로서의 개발, 소싱 능력",C
"품질, 가격 등에 경쟁력이 있는 제품
현재에 안주하지 않고 끊임없이 노력하는 경영진
전문지식으로 고객의 니즈를 파악하여 제안하는 영업팀
업계 최고 수준의 기술력을 자랑하는 기술지원팀
현업 경력을 바탕으로 고객에게 꼭 필요한 기술을 개발하는 기술연구소",B
"대졸이상의 직장경력 2년이상의 대기업 출신자
전문대, 고졸이상의 직장경력5년이상인자
경력단절여성, 군간부 전역자",E
"업무 능력 있는 뛰어난 직원
인맥이 넓은 임원",E
"친환경 인증관련 분야별 전문지식을 갖춘 인적자원
건설사, 설계사와 다양한 인적네트워크를 구축한 경영진
다수의 특허를 취득한 LCC 및 VE 관련 소프트웨어 프로그램
관련업무에 필요한 다수의 자격증 확보",E
"IT업무 10년이상의 경력을 갖춘 고객을 이끌 수 있는 영업력을 가진 영업맨
컨설팅, 개발 조직
PM을 비롯한 IT 개발 수행 조직",D
"건설사와의 오랜 유대관계를 통한 맨파워 
시장흐름을 파악하여 변화를 이끄는 상품 소싱 ",E
"인적 자원 : IT 전문지식을 가진 연구 개발자, 품질유지보수를 위한 QA 테스터, 영업사원 등
기타 자원 : 하드웨어품질, 고사양의 클라우드환경, 소프트웨어 품질 등",E
"업계에서 가장 규모가 있는 생산 능력의 공장, 설비 및 생산인력
시장점유율 1위를 만드는 영업팀
대내외 영향력 있는 회사의 오너",E
"첫번째는 고객입니다.
두번째는 제품입니다.
세번째는 고객과의 신뢰입니다.
네번째는 고객관리입니다.",E
"주요 고객과의 오랜 기간 동안의 신뢰를 바탕으로 강한 비즈니스 관계 유지
27년 간의 제조 경험을 바탕으로 높은 경영 관리 능력
1)	ERP를 사용함으로써 제조원가를 상시 통제.
2)	비용을 낮출 수 있는 분야는 철저히 외주를 하여 cost down.
3)	내부통제 시스템을 통한 내부 관리 상시 Monitoring.",E
"국내 전문건설업체 매출규모를 고려할 경우 여직원과 오너CEO를 제외한 실무진이 회사 업무와 연결된 건축, 토목을 전공(4년재) 
해외의 최첨단 신기술인 SOLOMON COLORS사와 기술 제휴를 통해 초 평탄 바닥시공의 전반적 기술 및 자재를 도입.
국내 바닥 시공 중 난이도 가장 높은 SUPER FLAT과 이마트 매장 노출바닥공사를 수행하였으며 국내에서 가장 우수한 기능공과 최고의 장비를 다량으로 보유.",E
"실무경험을 갖추고 있는 인적자원.
다점포 운영을 위한 회계 및 재고관리 시스템
물류, 제조. 판매까지 유통에서 빠지면 안되는 요소를 갖추어 실행 중
다점포 운영을 통한 원가우위의 경쟁력",D
"실무경험을 갖추고 있는 인적자원.
다점포 운영을 위한 회계 및 재고관리 시스템
물류, 제조. 판매까지 유통에서 빠지면 안되는 요소를 갖추어 실행 중
다점포 운영을 통한 원가우위의 경쟁력",D
"국내시장 점유율 1위 업체에 대한 신뢰감
주요 고객사 New work
고객사 맞춤 다양한 제품 군",E
"건설업에 대한 지식, 영업력, 시공전문성, 경영관리 능력을 갖춘 건설업계 영업이익률 1위를 만드는 영업팀, 건축, 토목 시공관리팀, 경영관리팀의 인적 자원
시장흐름에 맞게 기존의 잘하는 영역과 새로운 신사업을 받아 변화를 이끄는 경영진
시간과 비용을 아끼기 위해 핵심업무와 지속적인 관계를 가져온 외주업체, 협력업체 관리 능력",D
"다기능 인력 (설계/원가) 
부품사업부 자동화 설비 본사제작설치=>원가경쟁력향상",E
"회사의 이미지
정착된 브랜드 
조직의 안정성 및 조직원의 수용성
우수한 인력",E
"영업력
국내외 아웃소싱 제조공장",E
"15~ 20년 이상의 기술력 및 개발 노하우 인력 보유
특화되고 원활한 기술 지원 능력
시대의 변화에 맞는 아이템 개발 능력
단합된 팀워크
10년 이상이 된 다수의 고객 ",E
"전문적 역량을 갖춘 인적자원
ESG 분야 글로벌 리딩 기술과 기술력
재산권 및 특허
매니아 고객층
기술/제품/사업의 진정성과 CSV가치 ",C
"생산부, 관리부, 경영관리팀의 삼위일체로 품질생산 기술
매우 높은 기술력을 통해 경제시장에 맞게 자체개발을 통한 능력",D
"분야별 운용전문가 그룹: 국내주식, 해외주식, 국내채권, 해외채권, 국내외 대체투자(부동산, 특별 자산 등) Passive 펀드, 자산배분펀드 전문가 
In house Analyst: 국내외 각 업종별 산업별 Analyst, Strategist 등
Trader, Operation 등의 전문가: 각 운용전문가 그룹별 Trader, 펀드 등의 Nav산출을 위한 펀드회계 회계전문가. 
마케팅그룹: 회사의 투자철학과 원칙 및 펀드상품을 고객에게 알리고 제안하는 마케팅그룹
각 시스템: 회사의 운용, 조사분석, Operation 회계 등을 위한 (지원)시스템. ",C
창의적인 사고와 경험 및 폭넓은 파트너쉽과 스마트 융합디자인 능력을 중시한다,E
"전문지식과 경험을 갖춘 임원들
10년 상의 경력을 가진 직원들
업계에서 가장 많은 기술자료 보유
업계에서 가장 좋은 장비들 보유
업계 최고라는 고객 인지도",D
"동종 업계에서 특화된 무중력 교반기를 이용한 정밀한 생산 및 대량 생산 가능한 설비 
동종 업계경력 20년 이상 된 최고 경영자, 생산 관리자, 연구 개발자 등의 핵심 인적자원 
업계 상위의 특허획득",C
"전문지식을 보유한 컨설팅 및 개발 인력
(개발전문지식 및 업무에 대한 전문지식을 보유한 핵심인력 보유)
다양한 인맥을 보유한 경영진 및 영업팀
물류, 금융, 공공기관, ERP 등 각각의 전문지식 보유로 다양한 개발영역 확보",D
"중견, 중소 기업이 규모는 작지만 다양한 업무가 유기적으로 가능 하어야 하므로 업무관련 지식과 개발경험이 있는 기술자
기 납품된 패키지 시스템의 지속적인 업그레이드에 의한 향상된 시스템 구축",D
"기술과 시장 트랜드 파악, 인적네트워크, 기술 제품과 사용자 간의 연결",E
"전문지식과 영업력을 갖춘 금융전문인력보유
자금 중개기관으로서의 운영경험(여수신, 결제망 운영, 자금세탁방지, 고객확인의무 등)
50년이상 축적된 금융거래 데이터
전국 각지에서 운영중인 오프라인 은행지점망",D
"오랜 공사 경력을 가진 기술 인원들
영업, 개발, 상품설계, 공사팀 등 각 건축 분야별 오랜 경력을 가진 인원들
수십만 세대를 분양한 업계 능력",E
5년 이상 경력 가진 핵심 맨파워,E
"1.	생산능력 : 서울우유 신공장(양주), 서울우유 1공장(양주), 서울우유 2공장(안산), 서울우유 3공장(거창)
2.	제품개발 : 서울우유 연구소(안산)
3.	최고의 원유 생산 및 유지를 위한 목장 관리 시스템 : 낙농지원센터 / 총 8개 센터로 센터당 책임수의사 및 기타 수의사들로 구성되어 목장 컨설팅을 통한 원유 검사 및 생산 지원
4.	물류 및 영업력 : 전국 단위의 고객센터(대리점) : 전국 1202개",E
"우수한 설계사와 협업
건설의 시장흐름을 파악하고 시장을 선도하는 경영진
건설회사, 설비회사 등 관계사를 활용한 건설에 대한 전문성",D
"마케팅 기획팀, 영업팀, 경영진",E
"33년간의 구축 레퍼런스와 노하우
컨설팅 능력 및 전문인력 과 특급/고급/중급/초급에 이르는 다양한 개발진 
유지보수를 통한 다양한 고객층 확보
산 학 연 등 및 정부연구과제를 통한 기술 노하우 및 자체기술연구소를 통한 10여종의 기술특허 및 라이선스 보유 ",C
"경력과 전문지식으로 무장한 시공관리팀, 경영관리팀의 인적 자원
시장흐름을 파악하여 변화를 이끄는 경영진",E
"전문지식과 협상력을 갖춘 시장점유율 1위를 만드는 영업팀, 개발팀, 생산팀, 경영팀의 인적 자원
시장흐름을 파악하여 변화를 이끄는 경영진
핵심업무는 당사에서 보유하고 일부 비 핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력
업계에서 가장 규모가 있는 생산 능력의 공장 및 설비
시장점유율 1위의 경쟁력과 50년 업력의 특화된 욕실 제품 생산 능력
50년을 함께한 당사 유통 대리점 공급망",D
"영업팀, 개발팀, 생산팀, 경영팀의 인적 자원
핵심업무는 당사에서 보유하고 일부 비 핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력
업계에서 가장 규모가 있는 생산 능력의 공장 및 설비
당사 유통 대리점 공급망",D
"영업팀, 개발팀, 생산팀, 경영팀의 인적 자원
핵심업무는 당사에서 보유하고 일부 비 핵심 업무는 아웃소싱을 통해 운영하는 소싱 능력
업계에서 가장 규모가 있는 생산 능력의 공장 및 설비
당사 유통 대리점 공급망",D
"치과 의료기기 업체에서의 풍부한 경험과 노하우를 보유한 임직원
타사와의 차별화된 A/S를 통한 고객 만족 실현
수입회사 및 국내 제조사와의 대리점 계약을 통한 신속하고 질 좋은 제품 공급",E
"노래문화 및 게임 관련 사업 등 25년의 축적된 기술과 노하우를 보유한 임직원
음향기기 세팅 및 마케팅 분야는 전문가 그룹에서도 인정하는 높은 기술력",E
"강판 제조 업력 10년 이상의 경력 기술자
제조업 기반의 기술영업 인력
재산권 및 특허권
우수한 생산설비 및 기술자",B
"설계에서 가공, 조립까지의 One Stop System
정밀가공 사출 능력의 공장 및 설비, 인적자원
Insert의 독점적인 지위 및 품질수준",D
"20년 경력의 노하우 현장 에서의 대처 능력, 컨텐츠(영상제작) 제작시 워크플로워 확보(흐름의 이해)",E
